action,sample_id,image,blockwise_controlnet_image,blockwise_controlnet_inpaint_mask,image_exists,control_image_exists,mask_exists,prompt_nonempty,mask_unique_values,mask_binary,mask_area_px,changed_pixels_inside_mask,changed_pixels_outside_mask,changed_ratio_inside_mask,inside_change_ok,outside_equality_ok,status,fail_flags
TRANSLATE,translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6/control_mask.png,True,True,True,True,"[0, 255]",True,3444,1300,0,0.37746806039488967,True,True,PASS,
TRANSLATE,translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,8473,4003,0,0.47244187418859906,True,True,PASS,
TRANSLATE,translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8/control_mask.png,True,True,True,True,"[0, 255]",True,8473,4003,0,0.47244187418859906,True,True,PASS,
TRANSLATE,translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite/control_mask.png,True,True,True,True,"[0, 255]",True,3648,1408,0,0.38596491228070173,True,True,PASS,
TRANSLATE,translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12/control_mask.png,True,True,True,True,"[0, 255]",True,3648,1408,0,0.38596491228070173,True,True,PASS,
ADD,add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/control_mask.png,True,True,True,True,"[0, 255]",True,2891,1419,0,0.4908336215842269,True,True,PASS,
ADD,add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-2_8/control_mask.png,True,True,True,True,"[0, 255]",True,1995,777,0,0.3894736842105263,True,True,PASS,
ADD,add_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-3_18,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-3_18/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-3_18/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-3_18/control_mask.png,True,True,True,True,"[0, 255]",True,18180,12240,0,0.6732673267326733,True,True,PASS,
ADD,add_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-0_4,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-0_4/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-0_4/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_004_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-0_4/control_mask.png,True,True,True,True,"[0, 255]",True,21420,16940,0,0.7908496732026143,True,True,PASS,
ADD,add_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-2_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-2_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-2_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-2_8/control_mask.png,True,True,True,True,"[0, 255]",True,7007,1452,0,0.20722135007849293,True,True,PASS,
ADD,add_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-3_0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-3_0/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-3_0/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-3_0/control_mask.png,True,True,True,True,"[0, 255]",True,2021,837,0,0.4141514101929738,True,True,PASS,
ADD,add_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-4_14,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-4_14/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-4_14/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-4_14/control_mask.png,True,True,True,True,"[0, 255]",True,2068,868,0,0.4197292069632495,True,True,PASS,
ADD,add_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-5_18,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-5_18/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-5_18/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_add-5_18/control_mask.png,True,True,True,True,"[0, 255]",True,4000,2016,0,0.504,True,True,PASS,
ADD,add_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-0_18,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-0_18/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-0_18/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_009_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-0_18/control_mask.png,True,True,True,True,"[0, 255]",True,28600,20948,0,0.7324475524475524,True,True,PASS,
ADD,add_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-1_0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-1_0/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-1_0/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_010_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-1_0/control_mask.png,True,True,True,True,"[0, 255]",True,2058,858,0,0.41690962099125367,True,True,PASS,
ADD,add_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-2_4,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-2_4/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-2_4/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-2_4/control_mask.png,True,True,True,True,"[0, 255]",True,2058,858,0,0.41690962099125367,True,True,PASS,
ADD,add_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-3_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-3_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-3_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_add-3_8/control_mask.png,True,True,True,True,"[0, 255]",True,4260,2420,0,0.568075117370892,True,True,PASS,
ADD,add_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-1_4,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-1_4/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-1_4/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-1_4/control_mask.png,True,True,True,True,"[0, 255]",True,4485,2149,0,0.4791527313266444,True,True,PASS,
ADD,add_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-2_0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-2_0/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-2_0/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-2_0/control_mask.png,True,True,True,True,"[0, 255]",True,2016,832,0,0.4126984126984127,True,True,PASS,
ADD,add_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-3_10,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-3_10/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-3_10/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-3_10/control_mask.png,True,True,True,True,"[0, 255]",True,2208,960,0,0.43478260869565216,True,True,PASS,
ADD,add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_add-4_16/control_mask.png,True,True,True,True,"[0, 255]",True,6435,3683,0,0.5723387723387723,True,True,PASS,
ADD,add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-0_18/control_mask.png,True,True,True,True,"[0, 255]",True,19154,14210,0,0.7418815913125196,True,True,PASS,
ADD,add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-1_0/control_mask.png,True,True,True,True,"[0, 255]",True,5635,3267,0,0.5797692990239575,True,True,PASS,
ADD,add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-5_8/control_mask.png,True,True,True,True,"[0, 255]",True,1968,800,0,0.4065040650406504,True,True,PASS,
ADD,add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14/I_target.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14/I_bad.png,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/ADD/add_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_add-6_14/control_mask.png,True,True,True,True,"[0, 255]",True,1968,800,0,0.4065040650406504,True,True,PASS,
