I_bad.png,I_target.png,action,action_specific_iou,allowed_label_violation_count,available_files,contact_sheet.png,control_mask.png,copyback_output.png,diff_map.png,edit_success,eval_step,extra_component_count,folder_exists,masked_pixel_accuracy,metric_action,metrics.json,missing_expected,overlay.png,raw_output.png,sample_dir,sample_id,sample_metrics.json,sample_summary.json,sanitized_output.png,snapped_output.png
outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/I_bad.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/I_target.png,REPLACE,1.0,53,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/control_mask.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/diff_map.png,False,step300,1,True,0.6071956628881222,REPLACE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/raw_output.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10,replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/I_bad.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/I_target.png,REPLACE,1.0,7167,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/control_mask.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/diff_map.png,False,step300,5,True,0.22073707370737072,REPLACE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/raw_output.png,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite,replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_REPLACE_20/c13_overfit_REPLACE/step300_eval/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/I_bad.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/I_target.png,TRANSLATE,0.0,791,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/control_mask.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/diff_map.png,False,step300,3,True,0.6798039616091485,TRANSLATE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/raw_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/I_bad.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/I_target.png,TRANSLATE,0.41486603284356094,5,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/control_mask.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/diff_map.png,False,step300,0,True,0.8607310598325505,TRANSLATE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/raw_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/I_bad.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/I_target.png,TRANSLATE,1.0,0,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/control_mask.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/diff_map.png,False,step300,0,True,0.8052631578947368,TRANSLATE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/raw_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/I_bad.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/I_target.png,TRANSLATE,1.0,0,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/control_mask.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/diff_map.png,False,step300,0,True,0.8052631578947368,TRANSLATE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/raw_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/I_bad.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/I_target.png,TRANSLATE,1.0,0,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/control_mask.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/diff_map.png,False,step300,0,True,0.8090705487122061,TRANSLATE,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/raw_output.png,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_TRANSLATE_20/c13_overfit_TRANSLATE/step300_eval/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite/snapped_output.png
outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/I_bad.png,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/I_target.png,ADD,0.029593943565037854,3,I_bad.png;I_target.png;contact_sheet.png;control_mask.png;copyback_output.png;diff_map.png;raw_output.png;sample_metrics.json;snapped_output.png,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/contact_sheet.png,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/control_mask.png,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/copyback_output.png,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/diff_map.png,False,step300,1,True,0.4662746454514009,ADD,,sanitized_output.png;overlay.png;metrics.json;sample_summary.json,,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/raw_output.png,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0,add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/sample_metrics.json,,,outputs/manual_review/c14_4_palette_fixed_ADD_20/c13_overfit_ADD/step300_eval/add_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_add-0_0/snapped_output.png
